NAME,FOREIGN NAME,CATEGORY
nissin demae ramen noodle w. soup base seafood flavor - 100g,日清 出前一丁 即食汤面 海鲜味 100g,Instant
nissin demae ramen noodle w. soup base sesame oil flavor - 100g,日清 出前一丁 即食汤面 麻油味 100g,Instant
nissin demae ramen noodle w. soup base shrimp flavor - 100g,日清 出前一丁 即食汤面 鲜虾味 100g,Instant
nissin demae ramen noodle w. soup base xo seafood flavor - 100g,日清 出前一丁 即食汤面 XO酱海鲜味 100g,Instant
paldo volcano instant noodle -140g,PALDO八道 火鸡拉面 140g,Instant
samyang spicy fried chicken roasted ramen noodles stew type (5 packs),三养 火鸡面 鸡肉味 (5包),Instant
yu mei mini hot pot spicy hot,与美 四川冒菜盒装 麻辣味,Instant
yumei sichuan maize rice spicy - 465g,与美 四川冒菜米饭 香辣版 465g,Instant
lee kum kee black peppercorn - 45g,李锦记 即磨黑胡椒 45g,Sauces
lee kum kee brown braising sauce - 410ml,李锦记秘制红烧汁,Sauces
lee kum kee chicken bouillon powder - 35oz,李锦记 鲜味鸡粉 无添加 1kg,Sauces
lee kum kee chinese marinade - 14 oz,李锦记 卤水汁 410ml,Sauces
lee kum kee chiu chow chili oil - 205g,李锦记 潮州辣椒油 205g,Sauces
lee kum kee hoisin sauce,李锦记 海鲜酱 240g,Sauces
lee kum kee japanese style pork bone soup base - 7oz,李锦记 日式猪骨浓汤 7oz,Sauces
lee kum kee ma po tofu sauce - 80g,李锦记 麻婆豆腐酱 80g,Sauces
lee kum kee minced garlic - 11oz,李锦记 蒜蓉 213g,Sauces
lee kum kee minced ginger - 213g,李锦记 姜蓉 213g,Sauces
lee kum kee mos-laksa soup base - 7oz,李锦记 椰香喇沙浓汤 7oz,Sauces
lee kum kee oyster sauce w. dried scallop - 18oz,李锦记 干贝蚝油 18oz,Sauces
lee kum kee panda oyster sauce - 18oz,李锦记 熊猫牌鲜味蚝油 510g,Sauces
lee kum kee plum sauce - 260g,李锦记 苏梅酱 260g,Sauces
lee kum kee premium oyster sauce - 32oz,李锦记 旧庄特级蚝油 32oz,Sauces
lee kum kee premium soy sauce - 500ml,李锦记 特级鲜味生抽 500ml,Sauces
lee kum kee satay sauce - 220g,李锦记 沙爹酱 220g,Sauces
lee kum kee seafood soy sauce - 14oz,李锦记 蒸鱼豉油 14oz,Sauces
lee kum kee seasoned soy sauce - 500ml,李锦记 味极鲜 500ml,Sauces
lee kum kee selected five spices marinade - 410ml,李锦记 五香卤汁水 410ml,Sauces
lee kum kee sesame sauce - 190g,李锦记 芝麻酱 190g,Sauces
lee kum kee shrimp sauce - 8oz,李锦记 幼滑虾酱 227g,Sauces
lee kum kee soy sauce - 500ml,李锦记 鲜味生抽 500ml,Sauces
lee kum kee spare rib sauce - 14oz,李锦记 排骨酱 397g,Sauces
lee kum kee spicy bean sauce - 226g,李锦记 麻婆酱 226g,Sauces
lee kum kee tomato soup base - 198g,李锦记 番茄浓汤 198g,Sauces
lee kum kee xo sauce - 220g,李锦记 XO酱 220g,Sauces
lee kum kee xo sauce extra hot,李锦记 XO酱 特辣 7.8oz,Sauces
lkk sauce for szechuan ma po tofu,李锦记四川麻婆豆腐酱,Sauces
s&b golden curry sauce hot - 220g,S&B 金牌咖喱块 大辣 220g,Sauces
s&b golden curry sauce medium hot - 220g,S&B 金牌咖喱块 中辣 220g,Sauces
ajinomoto beef gyoza,日本Ajinomoto 牛肉煎饺,Dumplings & Buns
ajinomoto chicken gyoza dumplings,日本Ajinomoto 鸡肉煎饺,Dumplings & Buns
ajinomoto gyoza dumplings - pork & chicken fillings,日本Ajinomoto 猪肉鸡肉煎饺,Dumplings & Buns
ajinomoto seafood & shrimp gyoza,日本Ajinomoto海鲜虾煎饺,Dumplings & Buns
beijing cabbage pork bun,北京白菜猪肉包,Dumplings & Buns
beijing egg cream sauce bun,北京 奶黄包,Dumplings & Buns
daylee pork gyoza,Daylee 猪肉日本煎饺,Dumplings & Buns
hao kou fu mini soupy pork bun,好口福 蟹粉小笼包,Dumplings & Buns
hao kou fu mini soupy pork bun w. crab meat,好口福 蟹肉小籠包,Dumplings & Buns
laurel pollock fish roll,桂冠 火锅饺,Dumplings & Buns
li kou fu bean paste bun - 8.4oz,利口福 豆沙包 8.4oz,Dumplings & Buns
li kou fu lava custard bun - 240g,利口福 奶黄包 240g,Dumplings & Buns
li kou fu lotus seed paste bun - 240g,利口福 莲蓉包 240g,Dumplings & Buns
li kou fu steamed bun egg yok flavor - 360g,利口福 凤凰流沙包 360g,Dumplings & Buns
prime food hong kong style roasted pork bun (10 packs),嘉嘉 港式焗叉烧包 (10个),Dumplings & Buns
prime food mini soupy pork bun - 20oz,嘉嘉 上海小笼汤包 20oz,Dumplings & Buns
prime food pork & cabbage dumpling - 20oz,嘉嘉 猪肉白菜水饺 20oz,Dumplings & Buns
prime food steam bun taro flavor - 20oz (10 count),嘉嘉 香芋包 20oz (10个),Dumplings & Buns
prime food steam bun w. red bean filling (10 pc),嘉嘉 红豆包 (10个),Dumplings & Buns
san quan steamed egg yolk bun - 360g,三全 金沙包 360g,Dumplings & Buns
steamed pork bun w. xo sauce,醬肉大包,Dumplings & Buns
steamed sandwiches (12 pc),刈包 叉包 (12个),Dumplings & Buns
synear custard piggy bun - 300g,思念 猪猪包 奶黄 300g,Dumplings & Buns
synear dumpling chicken & mushroom - 16oz,思念 灌汤水饺 鸡肉香菇 16oz,Dumplings & Buns
synear pork & celery dumpling - 480g,思念 灌汤水饺 猪肉芹菜 480g,Dumplings & Buns
synear pork & com dumpling - 16oz,思念 灌汤水饺 猪肉玉米 16oz,Dumplings & Buns
synear pork & shrimp dumplings - 16oz,思念 灌汤水饺 三鲜 16oz,Dumplings & Buns
synear pork ane leek dumpling - 500g,思念 灌汤水饺 猪肉韭菜 500g,Dumplings & Buns
synear pork cabbage dumpling - 16oz,思念 灌汤水饺 猪肉白菜 16oz,Dumplings & Buns
synear pork mushroom dumpling - 500g,思念 灌汤水饺 猪肉香菇 500g,Dumplings & Buns
synear premium shrimp pork & sweet corn dumpling - 480g,思念 金牌虾虾仁玉米水饺 480g,Dumplings & Buns
synear red bean piggy bun - 300g,思念 蜜香红豆猪猪包 300g,Dumplings & Buns
synear shrimp pork & leek dumpling - 360g,思念 金牌虾虾仁韭菜水饺 360g,Dumplings & Buns
synear shrimp pork & scallop dumpling,思念 金牌虾干贝鲜虾水饺,Dumplings & Buns
synear supreme pork shrimp & mushroom dumpling - 480g,思念 金牌虾虾仁三鲜水饺 480g,Dumplings & Buns
synear supreme shrimp & pork dumpling - 480g,思念 金牌虾至臻虾皇饺 480g,Dumplings & Buns
wei-chuan pork & chinese spinach dumpling - 21oz,味全 荠菜猪肉水饺 21oz,Dumplings & Buns
wei-chuan pork & com & cabbage dumpling - 21oz,味全 玉米猪肉水饺 21oz,Dumplings & Buns
wei-chuan pork & leek dumpling - 21oz,味全 猪肉韭菜水饺 21oz,Dumplings & Buns
wei-chuan pork & leek dumplings 21g,味全 猪肉韭菜水饺 21g,Dumplings & Buns
wei-chuan pork & napa cabbage dumpling - 21oz,味全 大白菜猪肉水饺 21oz,Dumplings & Buns
wei-chuan pork & scallop & shrimp dumpling - 21oz,味全 干贝鲜虾水饺 21oz,Dumplings & Buns
wei-chuan pork mini bun -20oz,味全 南翔猪肉小笼包 20oz,Dumplings & Buns
wei-chuan pre-steamed veg & chicken dumpling - 24oz,味全 鸡肉煎饺 24oz,Dumplings & Buns
wei-chuan pre-steamed veg & pork dumpling - 24oz,味全 猪肉煎饺 24oz,Dumplings & Buns
wei-chuan pre-steamed vegetable & chicken dumpling - 7.4oz,味全 速食菜鸡肉煎饺 7.4oz,Dumplings & Buns
wei-chuan pre-steamed vegetable dumpling - 23.4oz,味全 蔬菜煎饺 23.4oz,Dumplings & Buns
wei-chuan vegetable & chicken dumplings - 5oz,味全 高丽菜鸡肉水饺 5oz,Dumplings & Buns
wei-chuan vegetable & pork dumpling - 21oz,味全 高丽菜猪肉水饺 21oz,Dumplings & Buns
